sample.id,extractor,week,unique.id,sample.date,mycorrhizal.fungi.type,landscape.position,tree.identity,season,bacterial.feeders,fungal.feeders,fungal.feeders.aph.,plant.parasites.aph.,plant.parasites,omnivorous,predators,unknown,total.nematodes,soil.moisture,AIRTEMP,SOILTEMP,PRECIP,simpson,season.1
57A,KCB,Week41,Sample57A_Week41,10/13/2023,ECM,Downhill,Hackberry,Fall,7410.385924,835.757811,1448.646872,10391.25545,9778.366389,1476.505466,445.7374992,640.7476551,21200.38981,27.7,12.64567708,16.36317708,2.032,0.607358201,Fall
58B,KCB,Week41,Sample58_Week41,10/13/2023,ECM,Downhill,Hornbeam,Fall,2056.404021,442.517321,1744.038854,19028.2448,17726.72327,234.2738758,104.1217226,1041.217226,22906.77897,23.16,12.64567708,16.36317708,2.032,0.233293651,Fall
90A,KCB,Week41,Sample90_Week41,10/13/2023,AM,Uphill,Black Cherry (Padus),Fall,7832.78169,368.6014913,3040.962303,11587.90938,8915.548571,2096.420982,322.5263049,1405.293186,23613.53304,13.61,12.64567708,16.36317708,2.032,0.593948537,Fall
97A,KCB,Week41,Sample97_Week41,10/13/2023,ECM,Uphill,Hickory,Fall,7554.192661,0,1005.506873,13613.01613,12607.50925,1031.2891,850.8135079,876.5957354,23925.90713,22.02,12.64567708,16.36317708,2.032,0.54040859,Fall
52,KCB,Week43,Sample52_Week43,10/27/2023,ECM,Downhill,American Basswood,Fall,832.4927117,521.5616989,521.5616989,3771.292284,3771.292284,110.3303594,40.12013068,260.7808494,5536.578034,50.14,14.8909375,14.46401042,1.016,0.453852159,Fall
57,KCB,Week43,Sample57_Week43,10/27/2023,AM,Downhill,Black Walnut,Fall,2502.835427,190.2154925,510.5784272,3984.514,3664.151066,160.1814673,60.06805025,300.3402513,7198.154689,36.74,14.8909375,14.46401042,1.016,0.53329008,Fall
87,KCB,Week43,Sample87_Week43,10/27/2023,ECM,Uphill,White Oak,Fall,1783.554199,39.85595976,NA,1315.246672,NA,657.623336,9.96398994,856.9031348,4663.147292,39.26,14.8909375,14.46401042,1.016,0.631054522,Fall
57A,KCB,Week43,Sample57A_Week43,10/27/2023,ECM,Downhill,Hackberry,Fall,3431.506799,259.358072,658.3704905,7561.28533,7162.272912,658.3704905,39.90124185,438.9136603,12389.33559,47.21,14.8909375,14.46401042,1.016,0.51369422,Fall
58B,KCB,Week43,Sample58_Week43,10/27/2023,ECM,Downhill,Hornbeam,Fall,2158.448559,9.992817402,139.8994436,2718.046333,2588.139707,1229.11654,39.97126961,229.8348003,6385.41032,45.17,14.8909375,14.46401042,1.016,0.642156139,Fall
175B,KCB,Week45,Sample175_Week45,11/10/2023,AM,Uphill,Sugar Maple,Winter.early,5294.786727,0,1323.696682,16242.86137,14919.16468,2757.70142,275.770142,799.7334119,25370.85307,26,13.83322917,11.93848958,0,0.503848814,Winter
175C,KCB,Week45,Sample175C_Week45,11/10/2023,AM,Uphill,Sassafras,Winter.early,6249.937417,0,3460.26578,42757.08259,39296.81681,2736.024105,160.9425944,1797.192305,53701.17901,27.16,13.83322917,11.93848958,0,0.304110998,Winter
184A,KCB,Week45,Sample184_Week45,11/10/2023,ECM,Uphill,Hickory,Winter.early,4535.574684,751.2915121,1669.536694,10851.98851,9933.743327,445.209785,222.6048925,612.1634543,17418.83284,28.25,13.83322917,11.93848958,0,0.50737358,Winter
51A,KCB,Week45,Sample51_Week45,11/10/2023,ECM,Downhill,Hornbeam,Winter.early,1895.851098,447.6315093,2870.107912,9900.555735,7478.079331,342.3064483,105.325061,552.9565703,13244.62642,23.54,13.83322917,11.93848958,0,0.367116613,Winter
54A,KCB,Week45,Sample54_Week45,11/10/2023,AM,Downhill,Sugar Maple,Winter.early,3745.524052,95.34061224,1334.768571,3091.759854,1852.331895,517.5633236,27.24017493,449.4628863,7926.890904,26.63,13.83322917,11.93848958,0,0.573156692,Winter
58C,KCB,Week45,Sample58_Week45,11/10/2023,ECM,Downhill,Hornbeam,Winter.early,1405.891283,111.3577254,528.9491958,2714.344557,2296.753087,403.6717547,27.83943136,153.1168725,4816.221625,28.23,13.83322917,11.93848958,0,0.562174204,Winter
62A,KCB,Week45,Sample62_Week45,11/10/2023,AM,Downhill,Elm,Winter.early,1253.235565,40.4269537,282.9886759,6239.22652,5996.664798,862.4416789,67.37825616,377.3182345,8840.027208,26.38,13.83322917,11.93848958,0,0.424043572,Winter
98A,KCB,Week45,Sample98_Week45,11/10/2023,ECM,Uphill,Shagbark Hickory,Winter.early,1170.255714,398.384924,1419.246292,11652.75903,10631.89766,473.0820972,74.69717325,398.384924,14167.56386,19.98,13.83322917,11.93848958,0,0.274517754,Winter
175B,KCB,Week47,Sample175_Week47,11/24/2023,AM,Uphill,Sugar Maple,Winter.early,4221.011869,311.6183259,963.1839165,11473.22018,10821.65459,509.920897,254.9604485,764.8813455,17535.61307,29.68,7.389842105,9.476052632,23.368,0.467129291,Winter
175C,KCB,Week47,Sample175C_Week47,11/24/2023,AM,Uphill,Sassafras,Winter.early,2125.439313,141.6959542,1501.977115,47383.12709,46022.84593,906.854107,170.0351451,1700.351451,52427.50306,29.19,7.389842105,9.476052632,23.368,0.125403702,Winter
184A,KCB,Week47,Sample184_Week47,11/24/2023,ECM,Uphill,Hickory,Winter.early,4542.088645,373.7161544,2616.013081,14287.45606,12045.15913,718.6849123,86.24218947,718.6849123,20726.87287,30.76,7.389842105,9.476052632,23.368,0.436897212,Winter
51A,KCB,Week47,Sample51_Week47,11/24/2023,ECM,Downhill,Hornbeam,Winter.early,4336.608848,272.7426948,2345.587176,9518.72005,7445.875569,709.1310066,190.9198864,1063.69651,16091.819,26.5,7.389842105,9.476052632,23.368,0.512824398,Winter
54A,KCB,Week47,Sample54_Week47,11/24/2023,AM,Downhill,Sugar Maple,Winter.early,13791.38055,0,3100.163275,8141.550284,5041.387008,521.522794,86.92046566,1014.072099,23555.44619,31.49,7.389842105,9.476052632,23.368,0.494666966,Winter
58C,KCB,Week47,Sample58_Week47,11/24/2023,ECM,Downhill,Hornbeam,Winter.early,953.691049,84.1492102,631.1190765,7517.329445,6970.359579,210.3730255,126.2238153,743.3180235,9635.084568,28.67,7.389842105,9.476052632,23.368,0.272900516,Winter
62A,KCB,Week47,Sample62_Week47,11/24/2023,AM,Downhill,Elm,Winter.early,2127.610682,215.4542463,646.3627388,12496.34628,12065.43779,269.3178078,26.93178078,430.9084925,15566.56929,25.22,7.389842105,9.476052632,23.368,0.298064868,Winter
98A,KCB,Week47,Sample98_Week47,11/24/2023,ECM,Uphill,Shagbark Hickory,Winter.early,1652.941549,432.9132628,1456.162793,4447.199881,3423.950351,262.3716744,91.83008605,577.2176837,7464.474137,23.2,7.389842105,9.476052632,23.368,0.519873016,Winter
175B,KCB,Week49,Sample175_Week49,12/8/2023,AM,Uphill,Sugar Maple,Winter.early,2164.67,83.25671188,596.67,9852.044239,9338.63,1540.25,249.77,790.94,14680.93,34.46,6.9578125,6.9578125,8.128,0.459963404,Winter
175C,KCB,Week49,Sample175C_Week49,12/8/2023,AM,Uphill,Sassafras,Winter.early,6188.74,0,1249.94,15578.56279,14328.62,762.16,152.43,731.67,23413.57,28.17,6.9578125,6.9578125,8.128,0.452646031,Winter
184A,KCB,Week49,Sample184_Week49,12/8/2023,ECM,Uphill,Hickory,Winter.early,6157.12,0,351.84,6684.875545,6333.04,1436.66,205.24,1671.22,16155.12,31.81,6.9578125,6.9578125,8.128,0.596231772,Winter
51A,KCB,Week49,Sample51_Week49,12/8/2023,ECM,Downhill,Musclewood,Winter.early,7474.14,358.5382447,2454.61,10535.50842,8439.44,1351.41,137.9,1903.01,21760.51,27.43,6.9578125,6.9578125,8.128,0.571836308,Winter
54A,KCB,Week49,Sample54_Week49,12/8/2023,AM,Downhill,Sugar Maple,Winter.early,2246.98,224.6982617,814.53,13818.94309,13229.11,449.4,84.26,842.62,17666.9,28.47,6.9578125,6.9578125,8.128,0.306598873,Winter
58C,KCB,Week49,Sample58_Week49,12/8/2023,ECM,Downhill,Musclewood,Winter.early,1811.88,345.1204559,1380.48,8110.330713,7074.97,402.64,172.56,805.28,11647.82,30.3,6.9578125,6.9578125,8.128,0.409909043,Winter
62A,KCB,Week49,Sample62_Week49,12/8/2023,AM,Downhill,Elm,Winter.early,1915.86,188.8874345,593.65,8877.709422,8472.95,296.82,188.89,863.49,12331.65,25.52,6.9578125,6.9578125,8.128,0.371620848,Winter
98A,KCB,Week49,Sample98_Week49,12/8/2023,ECM,Uphill,Shagbark Hickory,Winter.early,5142.62,0,51.95,5714.022302,5662.08,311.67,77.92,805.16,12051.39,23.49,6.9578125,6.9578125,8.128,0.531935022,Winter
175B,KCB,Week51,Sample175_Week51,12/22/2023,AM,Uphill,Sugar Maple,Winter.early,3933.950675,0,1233.029316,12917.44998,11684.42066,1203.671475,381.6519312,822.0195441,19258.7436,31.32827589,4.062395833,4.997135417,10.922,0.458887784,Winter
175C,KCB,Week51,Sample175C_Week51,12/22/2023,AM,Uphill,Sassafras,Winter.early,7632.185039,0,932.175272,12963.06238,12030.8871,466.087636,174.7828635,1019.566704,22255.68462,31.31601141,4.062395833,4.997135417,10.922,0.49766578,Winter
184A,KCB,Week51,Sample184_Week51,12/22/2023,ECM,Uphill,Hickory,Winter.early,6190.936187,0,392.1860028,10112.79621,9720.610212,1260.597866,224.1062873,588.2790042,18376.71556,28.60459118,4.062395833,4.997135417,10.922,0.550496621,Winter
51A,KCB,Week51,Sample51_Week51,12/22/2023,ECM,Downhill,Musclewood,Winter.early,4188.419418,567.463276,1499.724372,8890.25799,7957.996894,1094.393461,67.5551519,580.9743064,15389.0636,26.20998361,4.062395833,4.997135417,10.922,0.552608357,Winter
54A,KCB,Week51,Sample54_Week51,12/22/2023,AM,Downhill,Sugar Maple,Winter.early,16579.33169,732.7881408,2320.495779,18594.49907,17006.79144,2045.700226,152.664196,1526.64196,39631.62528,34.1920658,4.062395833,4.997135417,10.922,0.569298056,Winter
58C,KCB,Week51,Sample58_Week51,12/22/2023,ECM,Downhill,Musclewood,Winter.early,2816.447668,69.7140512,683.1977018,5521.352855,4907.869204,557.7124096,139.4281024,474.0555482,9578.710635,28.17645783,4.062395833,4.997135417,10.922,0.532502832,Winter
62A,KCB,Week51,Sample62_Week51,12/22/2023,AM,Downhill,Elm,Winter.early,3735.134498,0,329.570691,15132.78756,14803.21687,439.427588,357.0349152,549.284485,20213.66905,26.79218528,4.062395833,4.997135417,10.922,0.370880278,Winter
98A,KCB,Week51,Sample98_Week51,12/22/2023,ECM,Uphill,Shagbark Hickory,Winter.early,5078.514005,0,3717.262828,11780.05826,8062.795431,2198.944208,78.53372173,994.7604752,20130.81067,23.86540845,4.062395833,4.997135417,10.922,0.537389518,Winter
